単語a,単語aの品詞,単語b,単語bの品詞,共起頻度,単語aの出現頻度,単語bの出現頻度,単語aと単語bの和集合,Jaccard係数,Dice係数,Simpson係数,相互情報量
住宅,名詞,明智探偵,固有名詞,2,3,362,363,0.005509641873278237,0.010958904109589041,0.6666666666666666,4.5756332624048115
怪人二十面相,固有名詞,群衆,名詞,2,543,3,544,0.003676470588235294,0.007326007326007326,0.6666666666666666,3.9906707616836554
上気,名詞,小林少年,固有名詞,2,2,169,169,0.011834319526627219,0.023391812865497075,1.0,6.259562213926989
うらみ,名詞,怪人二十面相,固有名詞,2,13,543,554,0.0036101083032490976,0.007194244604316547,0.15384615384615385,1.8751935442637193
わけ,名詞,明智探偵,固有名詞,2,20,362,380,0.005263157894736842,0.010471204188481676,0.1,1.8386676682386054
宝物,名詞,明智探偵,固有名詞,2,23,362,383,0.005221932114882507,0.01038961038961039,0.08695652173913043,1.6370338070689547
くらい,名詞,明智探偵,固有名詞,2,8,362,368,0.005434782608695652,0.010810810810810811,0.25,3.160595763125968
小林少年,固有名詞,手まねき,名詞,2,169,2,169,0.011834319526627219,0.023391812865497075,1.0,6.259562213926989
帰宅,名詞,怪人二十面相,固有名詞,2,8,543,549,0.0036429872495446266,0.007259528130671506,0.25,2.5756332624048115
ゆうべ,名詞,小林少年,固有名詞,2,19,169,186,0.010752688172043012,0.02127659574468085,0.10526315789473684,3.011634700483403
小林少年,固有名詞,赤帽,名詞,2,169,2,169,0.011834319526627219,0.023391812865497075,1.0,6.259562213926989
到着,名詞,明智探偵,固有名詞,2,5,362,365,0.005479452054794521,0.010899182561307902,0.4,3.8386676682386054
ゆくえ,名詞,明智探偵,固有名詞,2,10,362,370,0.005405405405405406,0.010752688172043012,0.2,2.8386676682386054
修善寺,名詞,明智探偵,固有名詞,2,3,362,363,0.005509641873278237,0.010958904109589041,0.6666666666666666,4.5756332624048115
明智探偵,固有名詞,札,名詞,2,362,5,365,0.005479452054794521,0.010899182561307902,0.4,3.8386676682386054
写真,名詞,明智探偵,固有名詞,2,14,362,374,0.0053475935828877,0.010638297872340425,0.14285714285714285,2.353240841068364
明智探偵,固有名詞,白髪,名詞,2,362,8,368,0.005434782608695652,0.010810810810810811,0.25,3.160595763125968
手がかり,名詞,明智探偵,固有名詞,2,8,362,368,0.005434782608695652,0.010810810810810811,0.25,3.160595763125968
にぎりこぶし,名詞,明智探偵,固有名詞,2,4,362,364,0.005494505494505495,0.01092896174863388,0.5,4.160595763125968
るす,名詞,明智探偵,固有名詞,2,4,362,364,0.005494505494505495,0.01092896174863388,0.5,4.160595763125968
明智探偵,固有名詞,用意,名詞,2,362,24,384,0.005208333333333333,0.010362694300518135,0.08333333333333333,1.5756332624048117
ふところ,名詞,明智探偵,固有名詞,2,4,362,364,0.005494505494505495,0.01092896174863388,0.5,4.160595763125968
小林少年,固有名詞,辻野,名詞,2,169,25,192,0.010416666666666666,0.020618556701030927,0.08,2.615706024152264
一行,名詞,明智探偵,固有名詞,2,2,362,362,0.0055248618784530384,0.01098901098901099,1.0,5.160595763125968
明智探偵,固有名詞,釣りざお,名詞,2,362,5,365,0.005479452054794521,0.010899182561307902,0.4,3.8386676682386054
うえ,名詞,明智探偵,固有名詞,2,22,362,382,0.005235602094240838,0.010416666666666666,0.09090909090909091,1.7011641444886705
いっこう,名詞,明智探偵,固有名詞,2,4,362,364,0.005494505494505495,0.01092896174863388,0.5,4.160595763125968
新聞,名詞,明智探偵,固有名詞,2,23,362,383,0.005221932114882507,0.01038961038961039,0.08695652173913043,1.6370338070689547
報道,名詞,明智探偵,固有名詞,2,2,362,362,0.0055248618784530384,0.01098901098901099,1.0,5.160595763125968
けんまく,名詞,明智探偵,固有名詞,2,4,362,364,0.005494505494505495,0.01092896174863388,0.5,4.160595763125968
明智探偵,固有名詞,足,名詞,2,362,12,372,0.005376344086021506,0.0106951871657754,0.16666666666666666,2.5756332624048115
怪人二十面相,固有名詞,行く先,名詞,1,543,3,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,赤帽,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,駅,名詞,1,543,7,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
しゅんかん,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
しげ,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,胸ぐら,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,本名,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,茶,名詞,1,543,3,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,裏面,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
ずき,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
崇拝,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,腹,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
応援,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
一くせ,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
そのほか,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
怪人二十面相,固有名詞,汗,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
ん,名詞,怪人二十面相,固有名詞,1,6,543,548,0.0018248175182481751,0.0036429872495446266,0.16666666666666666,1.9906707616836554
お化け,名詞,怪人二十面相,固有名詞,1,5,543,547,0.0018281535648994515,0.0036496350364963502,0.2,2.2537051675174493
怪人二十面相,固有名詞,車庫,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
くらい,名詞,怪人二十面相,固有名詞,1,8,543,550,0.0018181818181818182,0.003629764065335753,0.125,1.5756332624048117
一三八八七,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
怪人二十面相,固有名詞,放れ,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
代々木,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,走り,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,明治,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
婦人,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
ついご,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
住宅,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,神宮,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
呼びりん,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,目玉,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
カタン,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
のぞき,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
内がわ,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
怪人二十面相,固有名詞,狂,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,悪魔,名詞,1,543,3,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,雑木林,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
一命,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,頂上,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,明記,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
多く,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,近く,名詞,1,543,4,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
入湯,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,泊まり,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
勇気,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,正体,名詞,1,543,4,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
怪人二十面相,固有名詞,所,名詞,1,543,6,548,0.0018248175182481751,0.0036429872495446266,0.16666666666666666,1.9906707616836554
怪人二十面相,固有名詞,申しあわせ,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,成功,名詞,1,543,4,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
大笑い,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,面前,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,恥辱,名詞,1,543,4,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
十一,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,知らせ,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
出発,名詞,怪人二十面相,固有名詞,1,6,543,548,0.0018248175182481751,0.0036429872495446266,0.16666666666666666,1.9906707616836554
両がわ,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
勤務,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,自信,名詞,1,543,7,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
わざ,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
怪人二十面相,固有名詞,野心,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
一礼,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,柱,名詞,1,543,5,547,0.0018281535648994515,0.0036496350364963502,0.2,2.2537051675174493
まね,名詞,怪人二十面相,固有名詞,1,5,543,547,0.0018281535648994515,0.0036496350364963502,0.2,2.2537051675174493
修善寺,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
からだ,名詞,怪人二十面相,固有名詞,1,8,543,550,0.0018181818181818182,0.003629764065335753,0.125,1.5756332624048117
半分,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,速達,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,所蔵,名詞,1,543,4,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
便,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
ぬすみ,名詞,怪人二十面相,固有名詞,1,8,543,550,0.0018181818181818182,0.003629764065335753,0.125,1.5756332624048117
世間話,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,文,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,番人,名詞,1,543,3,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
ちょうだい,名詞,怪人二十面相,固有名詞,1,7,543,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
宣告,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
わすれ,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
作蔵,名詞,怪人二十面相,固有名詞,1,6,543,548,0.0018248175182481751,0.0036429872495446266,0.16666666666666666,1.9906707616836554
予想,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,環状,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
客席,名詞,怪人二十面相,固有名詞,1,6,543,548,0.0018248175182481751,0.0036429872495446266,0.16666666666666666,1.9906707616836554
あたり,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
やしない,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
午前,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
往来,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,書きもの,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
むり,名詞,怪人二十面相,固有名詞,1,7,543,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
怪人二十面相,固有名詞,野郎,名詞,1,543,5,547,0.0018281535648994515,0.0036496350364963502,0.2,2.2537051675174493
兄貴,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,計画,名詞,1,543,7,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
やり,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
工夫,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
人殺し,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
墓地,名詞,怪人二十面相,固有名詞,1,5,543,547,0.0018281535648994515,0.0036496350364963502,0.2,2.2537051675174493
きれ,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
七,名詞,怪人二十面相,固有名詞,1,7,543,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
五千,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
やせ,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
